time,snimac1_1,snimac2_1,spir_1,vent_1
1126.8,6.2646484375,5.41015625,2,2
1126.9,6.2548828125,5.4345703125,2,2
1127,6.25,5.4150390625,2,2
1127.1,6.2255859375,5.41015625,2,2
1127.2,6.2744140625,5.4833984375,2,2
1127.3,6.259765625,5.478515625,2,2
1127.4,6.2353515625,5.4638671875,2,2
1127.5,6.2353515625,5.419921875,2,2
1127.6,6.26953125,5.4345703125,2,2
1127.7,6.25,5.498046875,2,2
1127.8,6.2646484375,5.48828125,2,2
1127.9,6.23046875,5.4638671875,2,2
1128,6.23046875,5.498046875,2,2
1128.1,6.23046875,5.439453125,2,2
1128.2,6.23046875,5.4296875,2,2
1128.3,6.2744140625,5.4541015625,2,2
1128.4,6.2646484375,5.478515625,2,2
1128.5,6.2646484375,5.4443359375,2,2
1128.6,6.240234375,5.439453125,2,2
1128.7,6.2451171875,5.390625,2,2
1128.8,6.26953125,5.458984375,2,2
1128.9,6.26953125,5.458984375,2,2
1129,6.220703125,5.4150390625,2,2
1129.1,6.2255859375,5.46875,2,2
1129.2,6.25,5.4150390625,2,2
1129.3,6.259765625,5.361328125,2,2
1129.4,6.2646484375,5.458984375,2,2
1129.5,6.259765625,5.439453125,2,2
1129.6,6.25,5.3955078125,2,2
1129.7,6.2451171875,5.4541015625,2,2
1129.8,6.2158203125,5.4638671875,2,2
1129.9,6.259765625,5.4736328125,2,2
1130,6.25,5.498046875,2,2
1130.1,6.2451171875,5.4248046875,2,2
1130.2,6.23046875,5.4345703125,2,2
1130.3,6.2255859375,5.4736328125,2,2
1130.4,6.2158203125,5.4638671875,2,2
1130.5,6.2158203125,5.498046875,2,2
1130.6,6.2255859375,5.3955078125,2,2
1130.7,6.201171875,5.4345703125,2,2
1130.8,6.19140625,5.4443359375,2,2
1130.9,6.2255859375,5.44921875,2,2
1131,6.259765625,5.4150390625,2,2
1131.1,6.2646484375,5.4931640625,2,2
1131.2,6.25,5.4638671875,2,2
1131.3,6.2060546875,5.4638671875,2,2
1131.4,6.2255859375,5.400390625,2,2
1131.5,6.2353515625,5.41015625,2,2
1131.6,6.2451171875,5.458984375,2,2
1131.7,6.2548828125,5.4443359375,2,2
1131.8,6.240234375,5.3955078125,2,2
1131.9,6.2255859375,5.4443359375,2,2
1132,6.2060546875,5.44921875,2,2
1132.1,6.259765625,5.48828125,2,2
1132.2,6.220703125,5.478515625,2,2
1132.3,6.2158203125,5.419921875,2,2
1132.4,6.2353515625,5.380859375,2,2
1132.5,6.25,5.4248046875,2,2
1132.6,6.240234375,5.4833984375,2,2
1132.7,6.2744140625,5.478515625,2,2
1132.8,6.2255859375,5.390625,2,2
1132.9,6.2255859375,5.419921875,2,2
1133,6.2158203125,5.4345703125,2,2
1133.1,6.2158203125,5.478515625,2,2
1133.2,6.2841796875,5.48828125,2,2
1133.3,6.3037109375,5.478515625,2,2
1133.4,6.25,5.37109375,2,2
1133.5,6.201171875,5.458984375,2,2
1133.6,6.23046875,5.4248046875,2,2
1133.7,6.259765625,5.4541015625,2,2
1133.8,6.2744140625,5.4541015625,2,2
1133.9,6.2255859375,5.4248046875,2,2
1134,6.2353515625,5.46875,2,2
1134.1,6.25,5.4638671875,2,2
1134.2,6.23046875,5.4833984375,2,2
1134.3,6.279296875,5.5078125,2,2
1134.4,6.2353515625,5.4931640625,2,2
1134.5,6.23046875,5.37109375,2,2
1134.6,6.25,5.458984375,2,2
1134.7,6.2451171875,5.4296875,2,2
1134.8,6.26953125,5.4443359375,2,2
1134.9,6.23046875,5.478515625,2,2
1135,6.23046875,5.458984375,2,2
1135.1,6.25,5.439453125,2,2
1135.2,6.26953125,5.4345703125,2,2
1135.3,6.2646484375,5.4736328125,2,2
1135.4,6.2548828125,5.44921875,2,2
1135.5,6.2548828125,5.3466796875,2,2
1135.6,6.220703125,5.4150390625,2,2
1135.7,6.2451171875,5.4052734375,2,2
1135.8,6.2109375,5.458984375,2,2
1135.9,6.2451171875,5.4541015625,2,2
1136,6.259765625,5.498046875,2,2
1136.1,6.240234375,5.4931640625,2,2
1136.2,6.2109375,5.4638671875,2,2
1136.3,6.220703125,5.4248046875,2,2
1136.4,6.25,5.458984375,2,2
1136.5,6.2646484375,5.478515625,2,2
1136.6,6.2548828125,5.48828125,2,2
1136.7,6.2548828125,5.46875,2,2
1136.8,6.2353515625,5.4296875,2,2
1136.9,6.2255859375,5.41015625,2,2
1137,6.2548828125,5.439453125,2,2
1137.1,6.26953125,5.4443359375,2,2
1137.2,6.2255859375,5.44921875,2,2
1137.3,6.2109375,5.4296875,2,2
1137.4,6.25,5.419921875,2,2
1137.5,6.2451171875,5.4833984375,2,2
1137.6,6.2646484375,5.4931640625,2,2
1137.7,6.259765625,5.48828125,2,2
1137.8,6.240234375,5.4296875,2,2
1137.9,6.2548828125,5.4296875,2,2
1138,6.2109375,5.478515625,2,2
1138.1,6.2841796875,5.46875,2,2
1138.2,6.2353515625,5.5029296875,2,2
1138.3,6.2353515625,5.498046875,2,2
1138.4,6.2451171875,5.4443359375,2,2
1138.5,6.240234375,5.4443359375,2,2
1138.6,6.2255859375,5.439453125,2,2
1138.7,6.26953125,5.478515625,2,2
1138.8,6.259765625,5.478515625,2,2
1138.9,6.23046875,5.4443359375,2,2
1139,6.2158203125,5.4541015625,2,2
1139.1,6.240234375,5.4052734375,2,2
1139.2,6.2841796875,5.4443359375,2,2
1139.3,6.26953125,5.4296875,2,2
1139.4,6.240234375,5.4443359375,2,2
1139.5,6.2255859375,5.458984375,2,2
1139.6,6.220703125,5.4345703125,2,2
1139.7,6.23046875,5.4296875,2,2
1139.8,6.279296875,5.4833984375,2,2
1139.9,6.2841796875,5.400390625,2,2
1140,6.23046875,5.400390625,2,2
1140.1,6.220703125,5.458984375,2,2
1140.2,6.2353515625,5.4345703125,2,2
1140.3,6.2646484375,5.46875,2,2
1140.4,6.2744140625,5.41015625,2,2
1140.5,6.2158203125,5.44921875,2,2
1140.6,6.23046875,5.4833984375,2,2
1140.7,6.25,5.3955078125,2,2
1140.8,6.240234375,5.44921875,2,2
1140.9,6.2841796875,5.37109375,2,2
1141,6.2841796875,5.419921875,2,2
1141.1,6.2353515625,5.400390625,2,2
1141.2,6.220703125,5.419921875,2,2
1141.3,6.240234375,5.439453125,2,2
1141.4,6.2353515625,5.4931640625,2,2
1141.5,6.279296875,5.4541015625,2,2
1141.6,6.220703125,5.4248046875,2,2
1141.7,6.2109375,5.458984375,2,2
1141.8,6.2451171875,5.400390625,2,2
1141.9,6.25,5.4541015625,2,2
1142,6.2890625,5.498046875,2,2
1142.1,6.2890625,5.46875,2,2
1142.2,6.2255859375,5.498046875,2,2
1142.3,6.2451171875,5.380859375,2,2
